token	alt.atheism	comp.graphics	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware	comp.windows.x	misc.forsale	rec.autos	rec.motorcycles	rec.sport.baseball	rec.sport.hockey	sci.crypt	sci.electronics	sci.med	sci.space	soc.religion.christian	talk.politics.guns	talk.politics.mideast	talk.politics.misc	talk.religion.misc	
entire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
entry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
environment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
equipment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
error	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
errors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
et	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
expect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
export	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
faster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
feature	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
features	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
feel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fi>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
file	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
files	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
filtering	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
filters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
following	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fonts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
format	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
formats	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
frames	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ftp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
full-color	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
functionality	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
functions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
further	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
graphic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
graphical	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
graphics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gray-scale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
great	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
groups	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
handle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
handles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hardware	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
heard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
help	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
high	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
il	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
image	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
images	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
imaging	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
implementation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
includes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
including	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
info	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
informatik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
input	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
inside	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
instead	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
interactive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
interested	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
interface	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
internet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
jpl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
known	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
language	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
larger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
later	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
latest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
level	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
libraries	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
library	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
limited	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
linear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
list	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
log	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lossless	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mac	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
machines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
manipulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
manual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
map	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
math	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mcsun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mcw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
memory	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mirror	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mode	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
model	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
modules	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
motecc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
movie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
msk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
name	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
nd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
news@news	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
newsgroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
nfotis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
nice	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
note	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
objects	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
obtain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
offers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
old	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
operations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
org	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
oriented	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
output	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
oz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
package	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
packages	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pages	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
paper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
parameters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
per	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
performance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
permission	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
photographs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
picture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pictures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pixel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pixels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pixutils	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
platforms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
playback	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
plot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
plots	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
plotting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
plus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
points	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
polygon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
positions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
posted	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
postings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
postscript	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
precision	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
print	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
printer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
printers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
product	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
program	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
programmer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
programming	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
programs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
project	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
proprietary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
provide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
provided	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
provides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
public	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
purpose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
purposes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
quality	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
quantization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
range	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
raw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rec	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	
regular	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
remote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
removal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rendering	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
require	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
research	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
resolution	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
result	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
resulting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rochester	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
roundoff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
routines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
runs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
save	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
savings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
scale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sci	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	
scientific	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
screen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
se	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
se>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
section	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
selection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
send	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sensing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sequences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
series	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
server	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
servers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
settings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
several	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
shape	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
shareware	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ship	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
simple	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
size	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
slb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
slightly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
small	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
smaller	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
smoothing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
software	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sort	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
space	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	
specific	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
speed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
standard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
stanford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
stored	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
su	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sumex-aim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
supports	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
surface	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sys	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
table	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
takes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tape	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
techniques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
test	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
th-darmstadt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
thanks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
three	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
title	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
together	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
top	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
torn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
transformations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tut	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
types	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ucsc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ufl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
unc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
unix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
unless	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
user	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
users	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
usually	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
utilities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
utility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uwindsor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uwo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
variety	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
version	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
versions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
vertices	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
vf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
via	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
video	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
viewer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
viewers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
viewing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
visual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
visualization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
volume	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
while	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
whole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
window	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
windows	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
work	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
working	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
works	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
workstations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
worth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
write	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
written	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
xloadimage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
xxxx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
year	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
yourself	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
zip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
}\	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
###	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#$	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
$A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
%-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
%0G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
%<	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
%A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
%A85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
&/	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
&/\	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
