id,label,user,timestamp,text
138,2,claudiomkd,1/14/2019 23:24,"Artificial Intelligence in Healthcare: Promising Future, But Barriers Remain | Market Insights™ 
by EverestGroup | 

Read more at http://bit.ly/2CvyF3a 
#FutureofWork #Automation #Data #HealthTech #RT 

Cc: mrdatascience mjcavaretta garymarcus pic.twitter.com/M1Nn524dX3 #digita…"
141,2,Clickez,5/6/2011 19:42,Looking forward for the day when Artificial Intelligence beats Natural Stupidity.
143,2,ColeSmietana,5/17/2007 11:02,"Computers cannot replace humans as they may master artificial intelligence, but they will never match genuine stupidity."
147,2,ContentWrangler,3/11/2015 21:39,Paul Roetzer explores potential of artificial intelligence to augment marketing automation tools http://mklnd.com/1EncmXi  #contentmarketing
149,2,COPD_bio,10/2/2017 23:39,#healthcare GLOBAL ARTIFICIAL INTELLIGENCE IN HEALTHCARE MARKET FORECAST 20172025 Report Updated 01102017 Prices... http://fb.me/xXgLGM3x 
159,2,danieloh30,1/14/2019 23:13,5 talks about Artificial Intelligence not to miss by Skills Matter https://link.medium.com/i461UzyZtT 
160,2,davelister,1/26/2008 13:23,"Working on my school project (Artificial Intelligence). The weather is very good, attempting for a photo-break?"
167,2,DD_FaFa_,10/31/2015 23:44,"Can Big #Data, #Algorithms and Artificial Intelligence Predict #Crimes? http://goo.gl/1N22gu "
181,2,drfabianohahn,5/24/2018 23:57,In the early era of #AI in medicine. FDA  permits marketing of artificial intelligence algorithm for aiding providers in detecting wrist fractures https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm608833.htm …
182,2,drjoncrowe,10/31/2015 23:37,The importance of diversity in artificial intelligence http://qz.com/531257/inside-the-surprisingly-sexist-world-of-artificial-intelligence/ … #femjuris
186,2,DSign4Analytics,1/14/2019 23:35,In a very short time AI has been integrated into the everyday lives of people to make their lives easier and more convenient. What then is the role of artificial intelligence in business? And Are... https://www.facebook.com/BusinessAnalyticsInstitute/videos/290997358274653/ …
197,2,EirienOlk,4/7/2013 21:23,I'm pretty sure artificial intelligence is the only movie that can make me cry like a little bitch. #saddestmovieever
18,2,aexIT_Hub,1/14/2019 23:28,"Telecom Italia Mobile (TIM) is looking for up to 5 Startups and/or SMEs with a digital solution in the Artificial Intelligence and Multimedia area.

The solution should be based on properly functio SME  http://aexit-hub.com/?p=1054 "
26,2,AINewsFeed,5/24/2018 23:50,Artificial intelligence can now be used to keep executives honest at company earnings announcement... http://bit.ly/2rHGAF0  #ai #ml #dl
61,2,AskArt7,9/14/2010 12:26,Forex trading service guarantees 99.9% profitable winning trades on autopilot 1 hr/day using Artificial Intelligence http://bit.ly/d1dKLd
107,2,ByronZanos,6/2/2009 2:21,"I had forgotten how much I liked that movie, ""AI: Artificial Intelligence"".  Just watched it again."
121,2,cheepguava,7/19/2014 23:21,What are prominent positive examples of strong artificial intelligence in science fiction film/television? Is it basically just Data?
190,2,eastwoodnyc,6/2/2009 3:53,"Man, I forgot how good Artificial Intelligence is."
